block,timestamp,pool,eth_amount,usdc_amount,price,direction,tx_hash,block_price_min,block_price_max,block_price_mean,block_price_std,block_price_range,block_relative_range,block_slippage,prev_price,local_slippage
19000011,1705173575,v3_0.05%,5.486436821780314,14047.090057,2560.3302313142844,buy,da2ebb076cb2dc1cabd249bd1b03c3a8d56f892788ae2e3de1f60165bd2fc236,2556.687733798095,2563.284694101728,2560.100886404702,3.3044546641751835,6.596960303632841,0.0025768360687134224,8.958432489916668e-05,2556.687733798095,0.0014246939381910078
19000011,1705173575,v3_0.05%,38.82085067529796,99508.892348,2563.284694101728,sell,adcce94cb61cfac1055a9a9be07981786c45594cfa02e0878a5e5cb0ec7955b7,2556.687733798095,2563.284694101728,2560.100886404702,3.3044546641751835,6.596960303632841,0.0025768360687134224,0.0012436258719073056,2560.3302313142844,0.0011539381722360036
19000012,1705173587,v2,0.3450835052920364,882.246183,2556.6164985294645,buy,ce92fb171743d29c8c3743381cd4475219a441d3d4284ba444bd23b5ee6238ab,2556.6164985294645,2563.794846690485,2560.5646634066497,3.642635550875158,7.1783481610204944,0.002803423894583553,-0.0015419118031303727,,
19000012,1705173587,v3_0.05%,4.533578033751002,11623.164,2563.794846690485,sell,bb7e5badcf859eb81ba55ba9724f137f1b666aae00ca586aa81759df153747c4,2556.6164985294645,2563.794846690485,2560.5646634066497,3.642635550875158,7.1783481610204944,0.002803423894583553,0.00126151209145318,2556.6164985294645,0.0028077532023865898
19000012,1705173587,v3_0.05%,0.2,512.256529,2561.282645,buy,731acfefb04ac66bbbbd4b2f2723bb7704267144915dcf552c28394ca1a2a0fd,2556.6164985294645,2563.794846690485,2560.5646634066497,3.642635550875158,7.1783481610204944,0.002803423894583553,0.00028039971167719257,2563.794846690485,-0.0009798762540333967
19000013,1705173599,v3_0.05%,20.5499614352576,52691.855794,2564.085385756321,sell,78a72d580000f9757fb81202b744ebefd9ceda5f77c7a2f78a458a407d6d235a,2561.7614418036615,2564.085385756321,2562.9234137799913,1.6432765280231054,2.323943952659647,0.0009067551297727312,0.0004533775648863656,,
19000013,1705173599,v3_0.05%,0.1839526933734359,471.242917,2561.7614418036615,buy,fe4ebb47b515b432b5af1ec17ccf4c0c209c09ffea0cf7701abcb079012aee5c,2561.7614418036615,2564.085385756321,2562.9234137799913,1.6432765280231054,2.323943952659647,0.0009067551297727312,-0.0004533775648863656,2564.085385756321,-0.0009063442136402021
19000014,1705173611,v3_0.05%,2.7656312777684593,7084.791692,2561.7267742634867,buy,66a07a160f67aea5c685aeee2c96a97a8ed629e03d37ad97a956b37e894237ad,2561.7267742634867,2561.7267742634867,2561.7267742634867,,0.0,0.0,0.0,,
19000015,1705173623,v3_0.05%,2.4601813457214083,6302.161298,2561.6653459145687,buy,39064f28263b8abef8f4f5116e5eb47d9100a4771da9d2a7d939b0f45cfc3345,2556.1328399900935,2561.6653459145687,2558.899092952331,3.9120724561511047,5.532505924475117,0.0021620649050650862,0.0010810324525325431,,
19000015,1705173623,v3_0.30%,1.0604837145359416,2710.737249,2556.1328399900935,buy,39064f28263b8abef8f4f5116e5eb47d9100a4771da9d2a7d939b0f45cfc3345,2556.1328399900935,2561.6653459145687,2558.899092952331,3.9120724561511047,5.532505924475117,0.0021620649050650862,-0.0010810324525325431,2561.6653459145687,-0.0021597301666662068
19000017,1705173647,v2,0.3869510683548895,995.250179,2572.0310922806734,sell,b6ca2ebca2b5374580d30f2be07697d3f2720581e985055322ecdb9d0bcdc9c9,2572.0310922806734,2572.0310922806734,2572.0310922806734,,0.0,0.0,0.0,,
19000018,1705173659,v3_0.05%,2.9114205562990394,7457.90132,2561.602206134173,buy,e25a1ab9f61afec533da285d52ec4fab1229fcb84858b6ca50309cf0cfba99b5,2561.602206134173,2561.602206134173,2561.602206134173,,0.0,0.0,0.0,,
19000019,1705173671,v2,0.38878211470694335,1000.0,2572.134782367191,sell,45743eb8591b33d267cc99025cd396195207f2d812fd358548e2c2992daef946,2564.133647020318,2572.134782367191,2568.1342146937545,5.657657060965006,8.001135346872616,0.0031155440790802814,0.0015577720395401407,,
19000019,1705173671,v3_0.05%,0.18401688560512897,471.843888,2564.133647020318,sell,e028d40f2497733150728e60ef74bf6213f5a37fd0feec01829600024482d099,2564.133647020318,2572.134782367191,2568.1342146937545,5.657657060965006,8.001135346872616,0.0031155440790802814,-0.0015577720395401407,2572.134782367191,-0.0031106983202136085
19000020,1705173683,v2,0.0693875,177.407717,2556.7676742929198,buy,9e1c434efe6466f4f479d95e6f2a77142759a5723e9814183d6b7ec8fc7b1cad,2556.753175,2565.429576104159,2561.749539126084,4.56352581857949,8.67640110415914,0.00338690452428812,-0.0019447119076534795,,
19000020,1705173683,v2,0.04,102.270127,2556.753175,buy,41a870860a5778da87e5de6961d009341ee7d4f70e30cfbfc65d99f86f2cd292,2556.753175,2565.429576104159,2561.749539126084,4.56352581857949,8.67640110415914,0.00338690452428812,-0.00195037182588455,2556.7676742929198,-5.670946588428664e-06
19000020,1705173683,v3_0.05%,41.934993353836724,107547.74876,2564.6301610814544,sell,de7f027af555e50f7c7974ceed2c337901986dc6adcb37f077ef4f6aa06634b5,2556.753175,2565.429576104159,2561.749539126084,4.56352581857949,8.67640110415914,0.00338690452428812,0.0011244744700346515,2556.753175,0.003080855108923278
19000020,1705173683,v3_0.05%,3.5422769025774117,9086.532202,2565.1671091518874,sell,16a8c6a36bf901b8bb63d14890cc2344a39b77baf7187a5f71985806a1f54b37,2556.753175,2565.429576104159,2561.749539126084,4.56352581857949,8.67640110415914,0.00338690452428812,0.0013340765650998083,2564.6301610814544,0.00020936666759257275
19000020,1705173683,v3_0.05%,18.67388530764134,47906.537669,2565.429576104159,sell,dbbeadaa3ac8b9e2a5d638c3b4fc2f52d0e969ab414bae0891f9bcda01f7e1d2,2556.753175,2565.429576104159,2561.749539126084,4.56352581857949,8.67640110415914,0.00338690452428812,0.00143653269840357,2565.1671091518874,0.00010231963108178582
19000021,1705173695,v3_0.05%,101.78572358281228,261269.043849,2566.8535296743557,sell,e4ecc4fe5fa6962933a0f90ad5d26125fae137035eddc2bf1c0da1e90b9b4b05,2566.8535296743557,2568.080603520068,2567.4670665972117,0.8676722373199917,1.2270738457123116,0.0004779316789206617,-0.00023896583946024226,,
19000021,1705173695,v3_0.05%,1.9602675660178754,5034.125114,2568.080603520068,sell,7e1238e0af464fdd1d5ee2fd5ea8f9f421392aa4ba5d617f749cc985630d6f9e,2566.8535296743557,2568.080603520068,2567.4670665972117,0.8676722373199917,1.2270738457123116,0.0004779316789206617,0.0002389658394604194,2566.8535296743557,0.000478045915564175
19000022,1705173707,v3_0.05%,0.3738803476805714,959.201966,2565.5319193709115,buy,293e3feb12bf9205807d158f2dd2c891231cb40da79af83cd2d4fb8cb8fd634b,2565.5319193709115,2568.630866359834,2567.0813928653724,2.191286430404757,3.0989469889223074,0.0012071868845043778,-0.0006035934422521003,,
19000022,1705173707,v3_0.05%,45.278629587528755,116304.085545,2568.630866359834,sell,515cea854c5e6fa864b5737aecbef3f209193a7bfe2016307e288e70c0fbe2b9,2565.5319193709115,2568.630866359834,2567.0813928653724,2.191286430404757,3.0989469889223074,0.0012071868845043778,0.0006035934422522774,2565.5319193709115,0.0012079159746654774
19000024,1705173731,v2,0.03887778704230187,100.0,2572.1628623355723,sell,7517953aa4b265809ffc4e6aece8c961e20875ccd8e6ef72a1137a3751599043,2566.584565139224,2572.1628623355723,2569.3737137373982,3.9444517750116495,5.578297196348103,0.002171072727382246,0.001085536363691123,,
19000024,1705173731,v3_0.05%,1.1671380996704102,2995.558632,2566.584565139224,buy,8fd04f2a4f6b6ebc9542df7b47b6709a335deb8aaaeeba48d450b636007bad68,2566.584565139224,2572.1628623355723,2569.3737137373982,3.9444517750116495,5.578297196348103,0.002171072727382246,-0.001085536363691123,2572.1628623355723,-0.0021687185045829115
