bin_start_ts,start_block,end_block,num_swaps,total_eth,total_usdc,vwap
1707982800,19231899,19231948,77,897.4770079663772,2487303.454889,2771.439750334176
1707983400,19231949,19231998,57,267.25273331107104,741794.725353,2775.630079298691
1707984000,19232000,19232047,51,200.62267863785138,556309.7611059999,2772.915628896609
1707984600,19232049,19232095,46,279.68274744644077,776092.2512999999,2774.902128879514
1707985200,19232098,19232145,55,516.902531299827,1436971.346302,2779.9657755370736
1707985800,19232149,19232196,36,148.76515444311534,413897.38326900004,2782.2199682336613
1707986400,19232197,19232245,48,166.38108550693707,462589.05960200005,2780.2983625967086
1707987000,19232249,19232293,55,287.8576868646458,800861.159665,2782.1426913694845
1707987600,19232296,19232344,69,434.6633169163797,1210493.557753,2784.8992786890135
1707988200,19232347,19232393,69,561.4917430705575,1566236.102027,2789.419651056535
1707988800,19232396,19232444,52,361.8939357240473,1010252.7982310001,2791.5715034289537
1707989400,19232448,19232493,45,242.11420696031612,675621.870423,2790.508987082027
1707990000,19232497,19232543,19,98.36682105293451,274516.339114,2790.741188700949
1707990600,19232544,19232593,34,150.31500633711968,419398.174402,2790.1284417431534
1707991200,19232594,19232642,62,359.6771430031908,1005663.150526,2796.016288744482
1707991800,19232643,19232691,47,152.65035667461015,427272.943737,2799.030104120726
1707992400,19232693,19232741,52,520.033024408237,1456570.650892,2800.9195234273448
1707993000,19232743,19232789,58,310.0922549833293,867499.102018,2797.551657859488
1707993600,19232791,19232840,52,206.77229896658147,579376.265446,2802.0013722420276
1707994200,19232842,19232890,54,207.93143322681385,582169.9365659999,2799.81687968727
1707994800,19232891,19232939,54,160.28829935839624,448949.717802,2800.8888958149837
1707995400,19232941,19232989,53,280.5527601220304,785509.0361489998,2799.8620858598274
1707996000,19232990,19233038,52,443.3082220712502,1240161.0493210002,2797.5142069927065
1707996600,19233040,19233088,53,666.6270901878838,1861971.318381,2793.122790518785
1707997200,19233089,19233138,56,359.4339812095949,1003651.7511000001,2792.311811260677
1707997800,19233139,19233188,67,234.68769510955252,655398.92256,2792.642887621607
1707998400,19233189,19233238,61,730.2118298603739,2042822.8212939997,2797.575631833593
1707999000,19233239,19233288,73,825.248390543894,2298947.834025,2785.7646986864643
1707999600,19233290,19233338,58,502.791115676262,1403475.5979350002,2791.369127609392
1708000200,19233339,19233386,63,403.71865194741997,1127618.3208559998,2793.079575136549
1708000800,19233388,19233435,43,190.02388320210628,531053.694426,2794.6681515879777
1708001400,19233438,19233484,63,360.17133704993375,1007082.292686,2796.120038131683
1708002000,19233486,19233534,50,271.0419468312777,758690.7095829999,2799.1634448201526
1708002600,19233538,19233584,72,1330.5381962433196,3735601.1398429996,2807.586546850143
1708003200,19233586,19233631,34,497.2213478746514,1394256.525798,2804.0962677038747
1708003800,19233635,19233684,47,412.3364232002795,1153110.023904,2796.5272021189185
1708004400,19233686,19233734,39,525.8033816110518,1473515.852305,2802.4084740386697
1708005000,19233736,19233782,57,468.38403435327746,1316360.233146,2810.4293413065798
1708005600,19233785,19233834,57,1162.7557007830255,3268573.28348,2811.0576291123493
1708006200,19233835,19233881,91,1440.4154349849186,4058611.114848,2817.6670537347404
1708006800,19233885,19233934,82,1147.530375089101,3246255.062668,2828.9055637555057
1708007400,19233935,19233983,74,1173.306947695152,3332073.678652,2839.899384553664
1708008000,19233985,19234034,38,456.6243661988329,1299998.4329910001,2846.975608885768
1708008600,19234035,19234082,52,623.522401024298,1778804.0542109997,2852.8310310725815
1708009200,19234084,19234130,62,1165.8626103109868,3324391.4740939997,2851.4435960916853
1708009800,19234133,19234181,69,829.5419077644999,2369394.5292669996,2856.268631023342
1708010400,19234182,19234231,63,622.5950507581484,1772579.315794,2847.082246534869
1708011000,19234232,19234281,90,2151.9800607344205,6088191.209755001,2829.111347656838
1708011600,19234282,19234331,77,1633.8360013784097,4611567.939234,2822.540288831549
1708012200,19234332,19234381,77,2359.9958067319376,6682702.237851999,2831.6585219301874
1708012800,19234382,19234431,43,458.25763492234483,1293519.060012,2822.6895995550544
1708013400,19234432,19234480,61,1007.9091722229496,2833829.4755810006,2811.5921093673282
1708014000,19234481,19234529,91,1014.5384420224948,2865550.0824990002,2824.4864500023195
1708014600,19234530,19234579,69,611.641796322515,1733424.753699,2834.0521594848233
1708015200,19234580,19234629,70,615.0986620464347,1745535.4351949997,2837.813740949459
1708015800,19234630,19234677,60,1184.2539010358935,3348546.990456,2827.558336541641
1708016400,19234680,19234728,64,644.900440122497,1824090.7529399998,2828.4842736244977
1708017000,19234729,19234777,71,354.8722651283554,1001727.7732139998,2822.7840596437713
1708017600,19234779,19234827,66,620.6628993893388,1754358.9694130002,2826.5890729719604
1708018200,19234829,19234877,54,364.2883777614426,1031362.2825679999,2831.169879494197
1708018800,19234878,19234926,78,527.5117931384904,1491612.9453740004,2827.639049545191
1708019400,19234930,19234977,63,430.84110759254867,1214833.093127,2819.677769178612
1708020000,19234978,19235027,63,696.6427305056848,1962396.1670000001,2816.933387901026
1708020600,19235028,19235077,78,512.7725230955527,1450263.806165,2828.27909227646
